cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,subasta,fecha_publicacion,fecha_presentacion,estado,persona_contacto,fecha_adjudicacion_desierta,departamento,normativa
25-1224-00-1624673-0-E,Gobierno Autonomo Municipal De Achacachi,Bienes,EX,Const. Casa  Artesanal Comunidad Arasaya Pataniby Churubamba - Achacachi Rural (Adquisicion De Materiales),False,2026-01-05,,Contratado,Ruben Carlos Quispe Catacora (Telf: 2136503),,La Paz,NB-SABS (D.S.0181)
25-1252-00-1624682-0-E,Gobierno Autonomo Municipal De Sapahaqui,Servicios Generales,CD,Mantenimiento De Camino Tramo Com. Chivisivi Por Desastres Naturales (Alquiler De Maquinaria),False,2026-01-05,,Contratado,Davi Flores Villca (Telf: 73090998),,La Paz,Otra Normativa especifica nacional
25-1311-00-1624699-0-E,Gobierno Autonomo Municipal De Morochata,Consultoria,CM,Cocinera Residencia Estudiantil Tawa Mayus Morochata,False,2026-01-05,,Contratado,Javier Beltran Vergara (Telf: 4364786 - 44136523),,Cochabamba,NB-SABS (D.S.0181)
25-1315-00-1624675-0-E,Gobierno Autonomo Municipal De Punata,Obras,EX,"Const. Centro De Capacitación Integral Distrito Ii, D2",False,2026-01-05,,Contratado,Yvan Reque Tenorio (Telf: 4577021),,Cochabamba,NB-SABS (D.S.0181)
25-1346-00-1624695-0-E,Gobierno Autonomo Municipal De Cocapata,Obras,EX,"Refaccion Red Sistema De Agua Potable Kumara, U.E. Juan Jose Torrez Y Centro De Salud Kumara (Por Excepcion)",False,2026-01-05,,Contratado,Jhonny Barrionuevo Mejia (Telf: 4368962),,Cochabamba,NB-SABS (D.S.0181)
25-1402-00-1624685-0-E,Gobierno Autonomo Municipal De Caracollo,Obras,EX,Const. Enlosetado Calle Final Ascarrunz Zona Sud Caracollo,False,2026-01-05,,Contratado,Charles Rufo Gaspar Ramos (Telf: 25290005),,Oruro,NB-SABS (D.S.0181)
25-1402-00-1624689-0-E,Gobierno Autonomo Municipal De Caracollo,Obras,EX,Const. Enlosetado Entrada U.E. Simón Bolívar Zona Villa Puente - Caracollo,False,2026-01-05,,Contratado,Charles Rufo Gaspar Ramos (Telf: 25290005),,Oruro,NB-SABS (D.S.0181)
25-1402-00-1624691-0-E,Gobierno Autonomo Municipal De Caracollo,Obras,EX,Const. Enlosetado Calle Junín Zona Norte Caracollo,False,2026-01-05,,Contratado,Charles Rufo Gaspar Ramos (Telf: 25290005),,Oruro,NB-SABS (D.S.0181)
25-1402-00-1624701-0-E,Gobierno Autonomo Municipal De Caracollo,Obras,EX,Const. Edificio Municipal - Municipio Caracollo,False,2026-01-05,,Contratado,Charles Rufo Gaspar Ramos (Telf: 25290005),,Oruro,NB-SABS (D.S.0181)
25-1404-00-1624696-0-E,Gobierno Autonomo Municipal De Challapata,Obras,CD,Mantenimiento E Implementacion De Sumidero Y Readecuacion De Sistema De Drenaje Pluvial Av. Aniceto Arce Y Av. Campo Santa Cruz (Challapata),False,2026-01-05,,Contratado,Simeon Chambi Flores (Telf: 5572250),,Oruro,NB-SABS (D.S.0181)
25-1753-00-1624669-0-E,Gobierno Autonomo Municipal Fernandez Alonzo,Consultoria,CM,"Contratación De Consultor Individual De Linea ""Aux. Enfermeria 1 Para El Centro De Salud Aguahi D-4"" Del Municipio De Fernandez Alons",False,2026-01-05,,Contratado,Veronica Arispe Garnica (Telf: 61388968),,Santa Cruz,NB-SABS (D.S.0181)
25-1753-00-1624676-0-E,Gobierno Autonomo Municipal Fernandez Alonzo,Consultoria,CM,"Contratación De Consultor Individual De Linea ""Medico General Para El Centro De Salud Aguahi D-4"" Del Municipio De Fernandez Alonso",False,2026-01-05,,Contratado,Veronica Arispe Garnica (Telf: 61388968),,Santa Cruz,NB-SABS (D.S.0181)
25-1753-00-1624677-0-E,Gobierno Autonomo Municipal Fernandez Alonzo,Consultoria,CM,"Contratación De Consultor Individual De Linea ""Aux. Enfermeria 2 T/C Para El Centro De Salud Aguahi D-4"" Del Municipio De Fernandez Alonso",False,2026-01-05,,Contratado,Veronica Arispe Garnica (Telf: 61388968),,Santa Cruz,NB-SABS (D.S.0181)
25-1753-00-1624679-0-E,Gobierno Autonomo Municipal Fernandez Alonzo,Consultoria,CM,"Contratación De Consultor Individual De Linea ""Odontologo Para El Centro De Salud Aguahi D-4 Del Municipio De Fernandez Alons",False,2026-01-05,,Contratado,Veronica Arispe Garnica (Telf: 61388968),,Santa Cruz,NB-SABS (D.S.0181)
25-1753-00-1624683-0-E,Gobierno Autonomo Municipal Fernandez Alonzo,Consultoria,CM,"Contratación De Consultor Individual De Linea ""Administración Y Farmacia Para El Centro De Salud Aguahi D-4"" Del Municipio De Fernandez Alons",False,2026-01-05,,Contratado,Veronica Arispe Garnica (Telf: 61388968),,Santa Cruz,NB-SABS (D.S.0181)
25-1753-00-1624690-0-E,Gobierno Autonomo Municipal Fernandez Alonzo,Consultoria,CM,"Contratación De Consultor Individual De Linea ""Aux. Enfermeria Programa Safci T/C Para El Centro De Salud 3 De Mayo D-3"" Del Municipio De Fernandez Alons",False,2026-01-05,,Contratado,Veronica Arispe Garnica (Telf: 61388968),,Santa Cruz,NB-SABS (D.S.0181)
25-1753-00-1624697-0-E,Gobierno Autonomo Municipal Fernandez Alonzo,Consultoria,CM,"Contratación De Consultor Individual En Linea ""Odontologo M/T Para El Centro De Salud 3 De Mayo D-3"" Del Municipio De Fernandez Alonso",False,2026-01-05,,Contratado,Veronica Arispe Garnica (Telf: 61388968),,Santa Cruz,NB-SABS (D.S.0181)
25-1753-00-1624702-0-E,Gobierno Autonomo Municipal Fernandez Alonzo,Consultoria,CM,"Contratación De Consultor Individual De Linea ""Personal De Limpieza T/C Para El Centro De Salud 3 De Mayo D-3"" Del Municipio De Fernandez Alons",False,2026-01-05,,Contratado,Veronica Arispe Garnica (Telf: 61388968),,Santa Cruz,NB-SABS (D.S.0181)
25-1753-00-1624707-0-E,Gobierno Autonomo Municipal Fernandez Alonzo,Consultoria,CM,"Contratación De Consultoria Individual De Linea ""Responsable Dna Slim Trabajadora Social""",False,2026-01-05,,Contratado,Veronica Arispe Garnica (Telf: 61388968),,Santa Cruz,NB-SABS (D.S.0181)
25-1753-00-1624712-0-E,Gobierno Autonomo Municipal Fernandez Alonzo,Consultoria,CM,Técnico Fortalecimiento Agropecuario Y Medio Ambiente,False,2026-01-05,,Contratado,Veronica Arispe Garnica (Telf: 61388968),,Santa Cruz,NB-SABS (D.S.0181)
25-1753-00-1624716-0-E,Gobierno Autonomo Municipal Fernandez Alonzo,Consultoria,CM,"Contratación De Consultoria Individual De Linea ""Responsable Sistemas""",False,2026-01-05,,Contratado,Veronica Arispe Garnica (Telf: 61388968),,Santa Cruz,NB-SABS (D.S.0181)
25-1753-00-1624717-0-E,Gobierno Autonomo Municipal Fernandez Alonzo,Consultoria,CM,"Contratación De Consultoría Individual De Linea ""Técnico Chofer De La Volqueta""",False,2026-01-05,,Contratado,Veronica Arispe Garnica (Telf: 61388968),,Santa Cruz,NB-SABS (D.S.0181)
25-2337-00-1624681-0-E,Entidad Descentralizada Municipal De Cementerios De La Paz,Bienes,CD,Adqusicion De Leche Para El Personal De La Entidad Descentraliuzada Municipal De Cementerios De La Paz Con Caracter Recurrente Y Cargo Al Presupuesto De La Gestion 2026,False,2026-01-05,,Contratado,Wilson Mayta Mamani (Telf: 2455259),,La Paz,NB-SABS (D.S.0181)
25-3701-00-1624671-0-E,Gaioc De Charagua Iyambae,Consultoria,CM,Medico Especialista En Medicina Interna Para El Centro De Salud Integral Mamerto Eguez Soruco,False,2026-01-05,,Contratado,Jose Domingo Pedraza Alcantara (Telf: 73320206),,Santa Cruz,NB-SABS (D.S.0181)
25-3701-00-1624686-0-E,Gaioc De Charagua Iyambae,Consultoria,CM,Medico General Iv Para El Centro De Salud Integral Mamerto Eguez Soruco,False,2026-01-05,,Contratado,Jose Domingo Pedraza Alcantara (Telf: 73320206),,Santa Cruz,NB-SABS (D.S.0181)
26-0206-05-1624706-1-1,Fortalecimiento Del Sistema Estadístico Del Estado Plurinacional De Bolivia,Servicios Generales,OF,Servicio De Transporte Para El Traslado De Material Censal A Nivel Nacional - Censo Agropecuario,False,2026-01-05,2026-01-21,Vigente,Carolina Paola Galvan Delgado (Telf: 2222333),,La Paz,Normativa del Financiador (BID)
26-0902-21-1624720-1-1,Hospital De Clinicas,Bienes,ANPP,Adquisicion De Risdiplam 60mg/80ml (0.75mg/Ml) Para El Hospital De Clinicas,True,2026-01-05,2026-01-15,Vigente,Daimler Jorge Mejia Castro (Telf: 2245059),,La Paz,NB-SABS (D.S.0181)
26-1224-00-1624680-0-E,Gobierno Autonomo Municipal De Achacachi,Bienes,EX,Const. Centro De Salud Taramaya (Obra Gruesa - Adquisicion De Materiales),False,2026-01-05,,Contratado,Ruben Carlos Quispe Catacora (Telf: 2136503),,La Paz,NB-SABS (D.S.0181)
26-1541-00-1624664-1-1,Gobierno Autonomo Municipal San Pedro De Macha,Bienes,LP,Desayuno Escolar Municipio De San Pedro De Macha (2026),True,2026-01-05,2026-01-27,Vigente,Jaime Inchausti Puma (Telf: 72407888),,Potosi,NB-SABS (D.S.0181)
23-0423-00-1597002-0-E,Caja De Salud De Caminos Y Ramas Anexas,Consultoria,CM,Consultoría Individual De Línea - Asesor Legal - Regional Cochabamba,False,2026-01-06,,Contratado,Justo Oscar Dominguez Cruz (Telf: 2916539),,La Paz,NB-SABS (D.S.0181)
23-0423-00-1597026-0-E,Caja De Salud De Caminos Y Ramas Anexas,Consultoria,CM,Consultoría Individual De Línea - Médico General De Emergencia E Internaciones 4 - Regional Cochabamba,False,2026-01-06,,Contratado,Justo Oscar Dominguez Cruz (Telf: 2916539),,La Paz,NB-SABS (D.S.0181)
23-0423-00-1597032-0-E,Caja De Salud De Caminos Y Ramas Anexas,Consultoria,CM,Consultoría Individual De Línea - Médico General De Hemodiálisis 1 - Regional Cochabamba,False,2026-01-06,,Contratado,Justo Oscar Dominguez Cruz (Telf: 2916539),,La Paz,NB-SABS (D.S.0181)
23-0423-00-1597059-0-E,Caja De Salud De Caminos Y Ramas Anexas,Consultoria,CM,Consultoría Individual De Línea - Médico General De Hemodiálisis 2 - Regional Cochabamba,False,2026-01-06,,Contratado,Justo Oscar Dominguez Cruz (Telf: 2916539),,La Paz,NB-SABS (D.S.0181)
23-0423-00-1597326-0-E,Caja De Salud De Caminos Y Ramas Anexas,Consultoria,CM,Consultoría Individual De Línea - Médico General De Campamento 4 - Regional Cochabamba,False,2026-01-06,,Contratado,Justo Oscar Dominguez Cruz (Telf: 2916539),,La Paz,NB-SABS (D.S.0181)
23-0423-00-1597332-0-E,Caja De Salud De Caminos Y Ramas Anexas,Consultoria,CM,Consultoría Individual De Línea - Médico General De Emergencia E Internaciones 5 - Regional Cochabamba,False,2026-01-06,,Contratado,Justo Oscar Dominguez Cruz (Telf: 2916539),,La Paz,NB-SABS (D.S.0181)
23-1738-00-1624711-0-E,Gobierno Autonomo Municipal De San Javier,Obras,CD,Instalación De Iluminación En La Avenida Guillermo Añez De La Progresiva 0+000 Mts A La Progresiva 0+350 Mts Lineal,False,2026-01-06,,Contratado,Dania Gisela Gutierrez Perez (Telf: 9635001),,Santa Cruz,NB-SABS (D.S.0181)
23-1738-00-1624747-0-E,Gobierno Autonomo Municipal De San Javier,Obras,CD,Instalación De Iluminación En La Avenida Guillermo Añez De La Progresiva 0+351 Mts A La Progresiva 0+640 Mts Lineal,False,2026-01-06,,Contratado,Dania Gisela Gutierrez Perez (Telf: 9635001),,Santa Cruz,NB-SABS (D.S.0181)
23-1738-00-1624829-0-E,Gobierno Autonomo Municipal De San Javier,Obras,CD,"Refacción Y Mantenimiento De Cocina, Puertas Y Ventanas En La Unidad Educativa Adolfo Burton Del Municipio De San Javier",False,2026-01-06,,Contratado,Dania Gisela Gutierrez Perez (Telf: 9635001),,Santa Cruz,NB-SABS (D.S.0181)
24-1730-00-1624734-0-E,Gobierno Autonomo Municipal De Samaipata,Consultoria,CM,Consultoria Individual En Linea Para El Cargo: Profesional Tecnico I – Recursos Hidricos Y Agropecuario,False,2026-01-06,,Contratado,Walberto Rivas Brito (Telf: 9446067),,Santa Cruz,NB-SABS (D.S.0181)
24-1730-00-1624746-0-E,Gobierno Autonomo Municipal De Samaipata,Consultoria,CM,Consultoria Individual En Linea Para El Cargo: Profesional Tecnico Ii – Asistente Contable Financiero Y Archivo,False,2026-01-06,,Contratado,Walberto Rivas Brito (Telf: 9446067),,Santa Cruz,NB-SABS (D.S.0181)
24-1730-00-1624753-0-E,Gobierno Autonomo Municipal De Samaipata,Consultoria,CM,Consultoría Individual En Línea Para El Cargo: Tecnico I Encargado De Cotizaciones,False,2026-01-06,,Contratado,Walberto Rivas Brito (Telf: 9446067),,Santa Cruz,NB-SABS (D.S.0181)
24-1730-00-1624756-0-E,Gobierno Autonomo Municipal De Samaipata,Consultoria,CM,Consultoria Individual En Linea Para El Cargo: Profesional Tecnico I – De Recaudaciones,False,2026-01-06,,Contratado,Walberto Rivas Brito (Telf: 9446067),,Santa Cruz,NB-SABS (D.S.0181)
24-1730-00-1624757-0-E,Gobierno Autonomo Municipal De Samaipata,Consultoria,CM,Consultoria Individual En Linea Para El Cargo: Profesional Iii – Psicologo (A) Dnna - Slim,False,2026-01-06,,Contratado,Walberto Rivas Brito (Telf: 9446067),,Santa Cruz,NB-SABS (D.S.0181)
24-1730-00-1624760-0-E,Gobierno Autonomo Municipal De Samaipata,Consultoria,CM,Consultoria Individual En Linea Para El Cargo: Encargado Parques Y Jardines,False,2026-01-06,,Contratado,Walberto Rivas Brito (Telf: 9446067),,Santa Cruz,NB-SABS (D.S.0181)
25-0035-01-1624484-0-E,Servicio De Impuestos Nacionales,Servicios Generales,CD,“Gglpz – Contratación De Servicio De Alquiler De Inmueble Para El Funcionamiento De Oficinas De Archivo – Gestión 2026”,False,2026-01-06,,Contratado,Juana Gisela Calle Galarza (Telf: 2606060 ),,La Paz,NB-SABS (D.S.0181)
25-0138-00-1624794-0-E,Universidad Mayor Real Y Pontificia De San Francisco Xavier,Servicios Generales,CD,"Contratación De Seguro Obligatorio Contra Accidentes De Transito Para Vehiculos De La Universidad San Francisco Xavier De Chuquisaca, Gestion 2026",False,2026-01-06,,Contratado,Marieli Glenda Veramendi Alba (Telf: 6451970),,Chuquisaca,NB-SABS (D.S.0181)
25-0382-00-1624783-0-E,Agencia De Infraestructura En Salud Y Equipamiento Medico,Servicios Generales,OF,Servicio De Alquiler De Oficinas Para El Programa Bid 4612/Bl-Bo – Gestión 2026,False,2026-01-06,,Contratado,Ofelia Del Carmen Martina Soto Dorado (Telf: 2125007),,La Paz,Normativa del Financiador (BID)
25-0513-00-1624776-0-E,Yacimientos Petroliferos Fiscales Bolivianos - Ypfb,Servicios Generales,OF,Servicio Operador De Dispenser Ee Ss America I - Dtcc Gestion 2026,False,2026-01-06,,Contratado,Richard Andres Choque Molina (Telf: 2176300),,La Paz,Otra Normativa especifica nacional
25-0513-00-1624782-0-E,Yacimientos Petroliferos Fiscales Bolivianos - Ypfb,Servicios Generales,OF,Servicio Operador De Dispenser Ee.Ss. Cala Cala I - Dtcc Gestion 2026,False,2026-01-06,,Contratado,Richard Andres Choque Molina (Telf: 2176300),,La Paz,Otra Normativa especifica nacional
25-0513-00-1624792-0-E,Yacimientos Petroliferos Fiscales Bolivianos - Ypfb,Servicios Generales,OF,Servicio Operador De Dispenser Ee.Ss. Cala Cala Ii - Dtcc Gestion 2026,False,2026-01-06,,Contratado,Richard Andres Choque Molina (Telf: 2176300),,La Paz,Otra Normativa especifica nacional
25-0513-00-1624797-0-E,Yacimientos Petroliferos Fiscales Bolivianos - Ypfb,Servicios Generales,OF,Servicio Operadorde Dispenser Ee Ssamerica Ii - Dtccgestion 2026,False,2026-01-06,,Contratado,Richard Andres Choque Molina (Telf: 2176300),,La Paz,Otra Normativa especifica nacional
25-0513-00-1624800-0-E,Yacimientos Petroliferos Fiscales Bolivianos - Ypfb,Servicios Generales,OF,Servicio Operador De Dispenser Ee.Ss. Cala Cala Iii - Dtcc Gestion 2026,False,2026-01-06,,Contratado,Richard Andres Choque Molina (Telf: 2176300),,La Paz,Otra Normativa especifica nacional
25-0513-00-1624808-0-E,Yacimientos Petroliferos Fiscales Bolivianos - Ypfb,Servicios Generales,OF,Servicio Operadorde Dispenser Ee Ssamerica Iii - Dtccgestion 2026,False,2026-01-06,,Contratado,Richard Andres Choque Molina (Telf: 2176300),,La Paz,Otra Normativa especifica nacional
25-0513-00-1624810-0-E,Yacimientos Petroliferos Fiscales Bolivianos - Ypfb,Servicios Generales,OF,Servicio Operador De Dispenser Ee.Ss. Cala Cala Vi - Dtcc Gestion 2026,False,2026-01-06,,Contratado,Richard Andres Choque Molina (Telf: 2176300),,La Paz,Otra Normativa especifica nacional
25-0513-00-1624811-0-E,Yacimientos Petroliferos Fiscales Bolivianos - Ypfb,Servicios Generales,OF,Servicio Operadorde Dispenser Ee Ssamerica Iv - Dtccgestion 2026,False,2026-01-06,,Contratado,Richard Andres Choque Molina (Telf: 2176300),,La Paz,Otra Normativa especifica nacional
25-0513-00-1624813-0-E,Yacimientos Petroliferos Fiscales Bolivianos - Ypfb,Servicios Generales,OF,Servicio Operador De Dispenser Ee.Ss. Cala Cala Vii - Dtcc Gestion 2026,False,2026-01-06,,Contratado,Richard Andres Choque Molina (Telf: 2176300),,La Paz,Otra Normativa especifica nacional
25-0513-00-1624815-0-E,Yacimientos Petroliferos Fiscales Bolivianos - Ypfb,Servicios Generales,OF,Servicio Operador De Dispenser Ee.Ss. Cala Cala Viii - Dtcc Gestion 2026,False,2026-01-06,,Contratado,Richard Andres Choque Molina (Telf: 2176300),,La Paz,Otra Normativa especifica nacional
25-0513-00-1624817-0-E,Yacimientos Petroliferos Fiscales Bolivianos - Ypfb,Servicios Generales,OF,Servicio Operador De Dispenser Ee.Ss. Cala Cala Ix - Dtcc Gestion 2026,False,2026-01-06,,Contratado,Richard Andres Choque Molina (Telf: 2176300),,La Paz,Otra Normativa especifica nacional
25-0513-00-1624819-0-E,Yacimientos Petroliferos Fiscales Bolivianos - Ypfb,Servicios Generales,OF,Servicio Operador De Dispenser Ee.Ss. Cala Cala Iv - Dtcc Gestion 2026,False,2026-01-06,,Contratado,Richard Andres Choque Molina (Telf: 2176300),,La Paz,Otra Normativa especifica nacional
25-0513-00-1624820-0-E,Yacimientos Petroliferos Fiscales Bolivianos - Ypfb,Servicios Generales,OF,Servicio Operador De Dispenser Ee.Ss. America V - Dtcc Gestion 2026,False,2026-01-06,,Contratado,Richard Andres Choque Molina (Telf: 2176300),,La Paz,Otra Normativa especifica nacional
25-0513-00-1624822-0-E,Yacimientos Petroliferos Fiscales Bolivianos - Ypfb,Servicios Generales,OF,Servicio Operador De Dispenser Ee.Ss. America Vi - Dtcc Gestion 2026,False,2026-01-06,,Contratado,Richard Andres Choque Molina (Telf: 2176300),,La Paz,Otra Normativa especifica nacional
25-0573-00-1624759-0-E,Empresa Siderurgica Del Mutun,Consultoria,CM,Consultoría Por Producto Para La Elaboración De Reglamentos Específicos De La Ley 1178,False,2026-01-06,,Contratado,Pascual Villegas Herrera (Telf: 3-9762835),,Santa Cruz,NB-SABS (D.S.0181)
25-0578-00-1623761-0-E,Empresa Publica Nacional Estrategica Boliviana De Aviacion - Bo A,Bienes,CD,(Ga-573) Compra De Productos Aeronáuticos P/N 5010520-1,False,2026-01-06,,Contratado,Elizabeth Triveno Pedro (Telf: 4150000),,Cochabamba,D.S. 26688
25-0578-00-1623762-0-E,Empresa Publica Nacional Estrategica Boliviana De Aviacion - Bo A,Bienes,CD,(Ga-592) Compra De Productos Aeronáuticos P/N: C20633000,False,2026-01-06,,Contratado,Elizabeth Triveno Pedro (Telf: 4150000),,Cochabamba,D.S. 26688
25-0578-00-1623763-0-E,Empresa Publica Nacional Estrategica Boliviana De Aviacion - Bo A,Bienes,CD,(Ga-574) Compra De Productos Aeronáutico P/N: 5010520-1,False,2026-01-06,,Contratado,Elizabeth Triveno Pedro (Telf: 4150000),,Cochabamba,D.S. 26688
25-0578-00-1623764-0-E,Empresa Publica Nacional Estrategica Boliviana De Aviacion - Bo A,Bienes,CD,(Da-247) Compra De Componentes Para Completar Apu P-100044,False,2026-01-06,,Contratado,Elizabeth Triveno Pedro (Telf: 4150000),,Cochabamba,D.S. 26688
25-0578-00-1623813-0-E,Empresa Publica Nacional Estrategica Boliviana De Aviacion - Bo A,Bienes,CD,(Gm-468) Compra De Producto Aeronáutico –Pn: 1fa14012-8,False,2026-01-06,,Contratado,Jaquelin Noemi Laime Quisbert (Telf: 4150000),,Cochabamba,D.S. 26688
25-0578-00-1623816-0-E,Empresa Publica Nacional Estrategica Boliviana De Aviacion - Bo A,Bienes,CD,(Gm-473) Compra De Producto Aeronáutico –Pn: 3876280-1,False,2026-01-06,,Contratado,Jaquelin Noemi Laime Quisbert (Telf: 4150000),,Cochabamba,D.S. 26688
25-0578-00-1623818-0-E,Empresa Publica Nacional Estrategica Boliviana De Aviacion - Bo A,Bienes,CD,(Ga-588) Compra De Producto Aeronáutico - Pn: A39755-10,False,2026-01-06,,Contratado,Jaquelin Noemi Laime Quisbert (Telf: 4150000),,Cochabamba,D.S. 26688
25-0578-00-1623820-0-E,Empresa Publica Nacional Estrategica Boliviana De Aviacion - Bo A,Bienes,CD,(Ga-567) Compra De Producto Aeronáutico –Pn: C20626200,False,2026-01-06,,Contratado,Jaquelin Noemi Laime Quisbert (Telf: 4150000),,Cochabamba,D.S. 26688
25-0578-00-1623822-0-E,Empresa Publica Nacional Estrategica Boliviana De Aviacion - Bo A,Bienes,CD,(Ga-579) Compra De Producto Aeronáutico - Pn: Jet Oil Ii Qt,False,2026-01-06,,Contratado,Jaquelin Noemi Laime Quisbert (Telf: 4150000),,Cochabamba,D.S. 26688
